zip_file,video,video_path
OpenVid_part88.zip,QT1ZQGsErj0_10_83to273.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QT1ZQGsErj0_10_83to273.mp4
OpenVid_part88.zip,QT4VIKu0GHI_2_339to814.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QT4VIKu0GHI_2_339to814.mp4
OpenVid_part88.zip,QT5pFKaYXhg_9_279to388.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QT5pFKaYXhg_9_279to388.mp4
OpenVid_part88.zip,QT7ZqlFLRlY_29_134to457.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QT7ZqlFLRlY_29_134to457.mp4
OpenVid_part88.zip,QT7cpO5eWDQ_18_0to232.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QT7cpO5eWDQ_18_0to232.mp4
OpenVid_part88.zip,QT8LNx6_L4M_31_0to114.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QT8LNx6_L4M_31_0to114.mp4
OpenVid_part88.zip,QTAkXdQpnZQ_7_0to875.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTAkXdQpnZQ_7_0to875.mp4
OpenVid_part88.zip,QTDIjEkeo_c_0_0to236.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTDIjEkeo_c_0_0to236.mp4
OpenVid_part88.zip,QTEVbZGLUjI_7_0to136.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTEVbZGLUjI_7_0to136.mp4
OpenVid_part88.zip,QTG7DPocOP0_17_0to481.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTG7DPocOP0_17_0to481.mp4
OpenVid_part88.zip,QTL8LBGPEno_140_0to126.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTL8LBGPEno_140_0to126.mp4
OpenVid_part88.zip,QTPu954__1s_7_21to257.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTPu954__1s_7_21to257.mp4
OpenVid_part88.zip,QTUsOdRIIIg_3_0to117.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTUsOdRIIIg_3_0to117.mp4
OpenVid_part88.zip,QTVT6PdPyE0_69_0to126.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTVT6PdPyE0_69_0to126.mp4
OpenVid_part88.zip,QT_JzOKXEB0_68_0to107.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QT_JzOKXEB0_68_0to107.mp4
OpenVid_part88.zip,QTaHm8YPZ5w_38_0to122.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTaHm8YPZ5w_38_0to122.mp4
OpenVid_part88.zip,QTa_0JcE6xE_21_0to247.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTa_0JcE6xE_21_0to247.mp4
OpenVid_part88.zip,QTa_0JcE6xE_28_0to318.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTa_0JcE6xE_28_0to318.mp4
OpenVid_part88.zip,QTa_0JcE6xE_46_0to286.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTa_0JcE6xE_46_0to286.mp4
OpenVid_part88.zip,QTa_0JcE6xE_51_0to486.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTa_0JcE6xE_51_0to486.mp4
OpenVid_part88.zip,QTa_0JcE6xE_7_0to160.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTa_0JcE6xE_7_0to160.mp4
OpenVid_part88.zip,QTc2tHpixkk_29_0to252.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTc2tHpixkk_29_0to252.mp4
OpenVid_part88.zip,QTeTEbEAm6c_22_29to449.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTeTEbEAm6c_22_29to449.mp4
OpenVid_part88.zip,QTfy9epCGtU_4_21to157.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTfy9epCGtU_4_21to157.mp4
OpenVid_part88.zip,QTgvAdJ_gf8_11_48to281.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTgvAdJ_gf8_11_48to281.mp4
OpenVid_part88.zip,QThb0NLYmVo_5_0to106.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QThb0NLYmVo_5_0to106.mp4
OpenVid_part88.zip,QThd2bi5hkk_7_241to373.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QThd2bi5hkk_7_241to373.mp4
OpenVid_part88.zip,QTjNqrNbGhY_17_0to128.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTjNqrNbGhY_17_0to128.mp4
OpenVid_part88.zip,QTmLUMmA3gU_0_0to147.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTmLUMmA3gU_0_0to147.mp4
OpenVid_part88.zip,QTmpNqTcgzg_3_727to900.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTmpNqTcgzg_3_727to900.mp4
OpenVid_part88.zip,QTn6PF0yw4U_32_409to617.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTn6PF0yw4U_32_409to617.mp4
OpenVid_part88.zip,QTovScMAkgU_0_33to193.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTovScMAkgU_0_33to193.mp4
OpenVid_part88.zip,QTph2eqlr1Y_28_0to161.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTph2eqlr1Y_28_0to161.mp4
OpenVid_part88.zip,QTqP9ABGGtI_6_124to480.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTqP9ABGGtI_6_124to480.mp4
OpenVid_part88.zip,QTrkulJIM7s_37_0to169.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTrkulJIM7s_37_0to169.mp4
OpenVid_part88.zip,QTtgvYsTBDQ_22_0to125.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTtgvYsTBDQ_22_0to125.mp4
OpenVid_part88.zip,QTu9g6PErJQ_2_102to222.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTu9g6PErJQ_2_102to222.mp4
OpenVid_part88.zip,QTuxgWUZgyQ_3_0to136.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTuxgWUZgyQ_3_0to136.mp4
OpenVid_part88.zip,QTvLmakuZLU_37_0to121.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTvLmakuZLU_37_0to121.mp4
OpenVid_part88.zip,QTwEv2BfwdU_10_0to161.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTwEv2BfwdU_10_0to161.mp4
OpenVid_part88.zip,QTwduYuXCJU_15_44to261.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTwduYuXCJU_15_44to261.mp4
OpenVid_part88.zip,QTxgZ31RC_I_5_0to106.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QTxgZ31RC_I_5_0to106.mp4
OpenVid_part88.zip,QU-k9uGmhIQ_30_21to157.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QU-k9uGmhIQ_30_21to157.mp4
OpenVid_part88.zip,QU1YIiHrY7I_131_0to117.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QU1YIiHrY7I_131_0to117.mp4
OpenVid_part88.zip,QU1YIiHrY7I_219_0to177.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QU1YIiHrY7I_219_0to177.mp4
OpenVid_part88.zip,QU79CQsz-Ps_2_0to270.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QU79CQsz-Ps_2_0to270.mp4
OpenVid_part88.zip,QU8ZBYQNflA_37_0to144.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QU8ZBYQNflA_37_0to144.mp4
OpenVid_part88.zip,QU8aZ-mqd1I_35_115to264.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QU8aZ-mqd1I_35_115to264.mp4
OpenVid_part88.zip,QUDShy4R2B8_27_0to102.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUDShy4R2B8_27_0to102.mp4
OpenVid_part88.zip,QUImSCMgupU_23_0to126.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUImSCMgupU_23_0to126.mp4
OpenVid_part88.zip,QUK2NRRyfuI_9_86to290.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUK2NRRyfuI_9_86to290.mp4
OpenVid_part88.zip,QULz79U8PC8_1_28to487.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QULz79U8PC8_1_28to487.mp4
OpenVid_part88.zip,QUMGSXL5QhE_2_159to288.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUMGSXL5QhE_2_159to288.mp4
OpenVid_part88.zip,QUN8NEj9v_Y_24_0to148.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUN8NEj9v_Y_24_0to148.mp4
OpenVid_part88.zip,QUPKyXHaVss_13_22to266.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUPKyXHaVss_13_22to266.mp4
OpenVid_part88.zip,QUWZIhsSvRI_53_0to181.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUWZIhsSvRI_53_0to181.mp4
OpenVid_part88.zip,QUZ_166qDyQ_7_0to367.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUZ_166qDyQ_7_0to367.mp4
OpenVid_part88.zip,QUcIElBiS8E_181_90to248.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUcIElBiS8E_181_90to248.mp4
OpenVid_part88.zip,QUfVC273fBM_17_395to548.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUfVC273fBM_17_395to548.mp4
OpenVid_part88.zip,QUfoFA6_cB4_2_0to1569.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUfoFA6_cB4_2_0to1569.mp4
OpenVid_part88.zip,QUh7scLEu5U_334_0to142.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUh7scLEu5U_334_0to142.mp4
OpenVid_part88.zip,QUh7scLEu5U_47_0to215.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUh7scLEu5U_47_0to215.mp4
OpenVid_part88.zip,QUh7scLEu5U_66_104to220.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUh7scLEu5U_66_104to220.mp4
OpenVid_part88.zip,QUhxMi6ZtBk_11_0to206.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUhxMi6ZtBk_11_0to206.mp4
OpenVid_part88.zip,QUhxMi6ZtBk_17_26to180.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUhxMi6ZtBk_17_26to180.mp4
OpenVid_part88.zip,QUiH29pODnk_12_0to286.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUiH29pODnk_12_0to286.mp4
OpenVid_part88.zip,QUiH29pODnk_34_0to127.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUiH29pODnk_34_0to127.mp4
OpenVid_part88.zip,QUiZHdyvIas_2_0to155.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUiZHdyvIas_2_0to155.mp4
OpenVid_part88.zip,QUlPTZKvtB0_28_0to106.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUlPTZKvtB0_28_0to106.mp4
OpenVid_part88.zip,QUlPTZKvtB0_95_0to188.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUlPTZKvtB0_95_0to188.mp4
OpenVid_part88.zip,QUoYGFQoTn4_4_359to513.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUoYGFQoTn4_4_359to513.mp4
OpenVid_part88.zip,QUoeHLl-5kg_47_17to306.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUoeHLl-5kg_47_17to306.mp4
OpenVid_part88.zip,QUogIKQqyrE_5_16to167.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUogIKQqyrE_5_16to167.mp4
OpenVid_part88.zip,QUpJf88FEhQ_35_0to103.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUpJf88FEhQ_35_0to103.mp4
OpenVid_part88.zip,QUqUUep9KP0_7_0to339.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUqUUep9KP0_7_0to339.mp4
OpenVid_part88.zip,QUqumqIG65g_12_0to166.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUqumqIG65g_12_0to166.mp4
OpenVid_part88.zip,QUrKUqKgd-0_21_0to163.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUrKUqKgd-0_21_0to163.mp4
OpenVid_part88.zip,QUrNWfGge7k_3_0to131.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUrNWfGge7k_3_0to131.mp4
OpenVid_part88.zip,QUutJ8IjI1w_1_19to237.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/QUutJ8IjI1w_1_19to237.mp4
