zip_file,video,video_path
OpenVid_part104.zip,Rhjf2rq3KeY_0_0to115.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Rhjf2rq3KeY_0_0to115.mp4
OpenVid_part104.zip,RhkWtAysuO8_25_29to132.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhkWtAysuO8_25_29to132.mp4
OpenVid_part104.zip,RhkWtAysuO8_5_0to136.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhkWtAysuO8_5_0to136.mp4
OpenVid_part104.zip,Rhkp9kfi1lQ_0_0to252.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Rhkp9kfi1lQ_0_0to252.mp4
OpenVid_part104.zip,RhllAGs70Kk_11_454to935.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhllAGs70Kk_11_454to935.mp4
OpenVid_part104.zip,RhmKy1tkqsQ_33_0to831.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhmKy1tkqsQ_33_0to831.mp4
OpenVid_part104.zip,RhohY6rLl38_5_0to256.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhohY6rLl38_5_0to256.mp4
OpenVid_part104.zip,RhrKJvAKsGQ_40_19to145.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhrKJvAKsGQ_40_19to145.mp4
OpenVid_part104.zip,Rhtwyc1OjyQ_13_0to350.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Rhtwyc1OjyQ_13_0to350.mp4
OpenVid_part104.zip,RhvttGAIzug_4_205to388.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhvttGAIzug_4_205to388.mp4
OpenVid_part104.zip,RhwYxWPEOhw_3_0to506.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhwYxWPEOhw_3_0to506.mp4
OpenVid_part104.zip,RhyljdUbe84_21_19to242.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/RhyljdUbe84_21_19to242.mp4
OpenVid_part104.zip,Ri-5gwb4z4A_36_0to118.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ri-5gwb4z4A_36_0to118.mp4
OpenVid_part104.zip,Ri1K1eSj4PQ_3_0to405.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ri1K1eSj4PQ_3_0to405.mp4
OpenVid_part104.zip,Ri3lukqqmq4_25_91to227.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ri3lukqqmq4_25_91to227.mp4
