zip_file,video,video_path
OpenVid_part72.zip,KrqPXMdZ4HE_64_110to253.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/KrqPXMdZ4HE_64_110to253.mp4
OpenVid_part72.zip,KrwtLsoeafo_21_54to165.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/KrwtLsoeafo_21_54to165.mp4
OpenVid_part72.zip,KryU0mvs5jg_8_42to182.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/KryU0mvs5jg_8_42to182.mp4
OpenVid_part72.zip,Ks-mfmWkoGk_32_0to109.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks-mfmWkoGk_32_0to109.mp4
OpenVid_part72.zip,Ks-mfmWkoGk_50_0to154.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks-mfmWkoGk_50_0to154.mp4
OpenVid_part72.zip,Ks-wBCqnu_E_20_742to953.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks-wBCqnu_E_20_742to953.mp4
OpenVid_part72.zip,Ks0poDxjc7M_4_0to336.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks0poDxjc7M_4_0to336.mp4
OpenVid_part72.zip,Ks1qmH434wE_8_0to161.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks1qmH434wE_8_0to161.mp4
OpenVid_part72.zip,Ks6s4W0Fvl0_101_0to127.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks6s4W0Fvl0_101_0to127.mp4
OpenVid_part72.zip,Ks7GxzNzS1A_14_0to126.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks7GxzNzS1A_14_0to126.mp4
OpenVid_part72.zip,Ks8871LDEFE_41_23to177.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Ks8871LDEFE_41_23to177.mp4
OpenVid_part72.zip,KsEo4Cxid2M_6_90to225.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/KsEo4Cxid2M_6_90to225.mp4
OpenVid_part72.zip,KsFA8luLERw_7_0to122.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/KsFA8luLERw_7_0to122.mp4
OpenVid_part72.zip,KsFN96PL4vE_6_0to119.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/KsFN96PL4vE_6_0to119.mp4
OpenVid_part72.zip,KsGency62vY_62_0to109.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/KsGency62vY_62_0to109.mp4
