zip_file,video,video_path
OpenVid_part92.zip,LeIMmJElpDU_18_70to296.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeIMmJElpDU_18_70to296.mp4
OpenVid_part92.zip,LeLUXgstMd4_0_0to117.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeLUXgstMd4_0_0to117.mp4
OpenVid_part92.zip,LeLxBpx_AfM_1_0to786.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeLxBpx_AfM_1_0to786.mp4
OpenVid_part92.zip,LeNrUNKeyKY_35_0to243.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeNrUNKeyKY_35_0to243.mp4
OpenVid_part92.zip,LeOWFlqrWCk_4_44to257.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeOWFlqrWCk_4_44to257.mp4
OpenVid_part92.zip,LePUHssyYlc_7_27to867.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LePUHssyYlc_7_27to867.mp4
OpenVid_part92.zip,LeRJXTZuR8g_24_639to1481.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeRJXTZuR8g_24_639to1481.mp4
OpenVid_part92.zip,LeS6IhbD_Zg_1_0to1273.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeS6IhbD_Zg_1_0to1273.mp4
OpenVid_part92.zip,LeSk2AtCryM_1_0to1460.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeSk2AtCryM_1_0to1460.mp4
OpenVid_part92.zip,LeUI0O29lVM_20_0to178.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeUI0O29lVM_20_0to178.mp4
OpenVid_part92.zip,LeZTgDQXbGw_72_0to578.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeZTgDQXbGw_72_0to578.mp4
OpenVid_part92.zip,LeZTgDQXbGw_9_75to229.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeZTgDQXbGw_9_75to229.mp4
OpenVid_part92.zip,LeZvs9eYU6M_4_0to252.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/LeZvs9eYU6M_4_0to252.mp4
