zip_file,video,video_path
OpenVid_part111.zip,Op312I2VOt8_5_0to302.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Op312I2VOt8_5_0to302.mp4
OpenVid_part111.zip,OpAFR6ZEUNk_3_0to123.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpAFR6ZEUNk_3_0to123.mp4
OpenVid_part111.zip,OpBiru5Dkss_15_0to1613.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpBiru5Dkss_15_0to1613.mp4
OpenVid_part111.zip,OpBiru5Dkss_4_0to113.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpBiru5Dkss_4_0to113.mp4
OpenVid_part111.zip,OpCdseynpdE_34_0to1304.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpCdseynpdE_34_0to1304.mp4
OpenVid_part111.zip,OpFvfuFSOuU_66_88to211.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpFvfuFSOuU_66_88to211.mp4
OpenVid_part111.zip,OpGwi2Z_wL0_7_0to200.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpGwi2Z_wL0_7_0to200.mp4
OpenVid_part111.zip,OpHQkWK7u54_6_113to271.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpHQkWK7u54_6_113to271.mp4
OpenVid_part111.zip,OpInCc7AEBg_15_23to234.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpInCc7AEBg_15_23to234.mp4
OpenVid_part111.zip,OpInCc7AEBg_24_48to167.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpInCc7AEBg_24_48to167.mp4
OpenVid_part111.zip,OpIq6y-GWC4_0_0to1469.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpIq6y-GWC4_0_0to1469.mp4
OpenVid_part111.zip,OpKe1MZL3bU_5_90to316.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpKe1MZL3bU_5_90to316.mp4
OpenVid_part111.zip,OpLVnnksUwQ_17_0to188.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpLVnnksUwQ_17_0to188.mp4
OpenVid_part111.zip,OpMppTSZ8xk_2_54to160.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpMppTSZ8xk_2_54to160.mp4
OpenVid_part111.zip,OpOmmSiUNyw_13_0to771.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpOmmSiUNyw_13_0to771.mp4
OpenVid_part111.zip,OpOmmSiUNyw_3_19to203.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpOmmSiUNyw_3_19to203.mp4
OpenVid_part111.zip,OpRy0RjhVhY_45_26to500.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpRy0RjhVhY_45_26to500.mp4
OpenVid_part111.zip,OpU99_ftw9k_20_0to266.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpU99_ftw9k_20_0to266.mp4
OpenVid_part111.zip,OpUMSb1QHUw_219_26to252.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpUMSb1QHUw_219_26to252.mp4
OpenVid_part111.zip,OpUMSb1QHUw_334_928to1106.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpUMSb1QHUw_334_928to1106.mp4
OpenVid_part111.zip,OpUMSb1QHUw_336_508to1026.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpUMSb1QHUw_336_508to1026.mp4
OpenVid_part111.zip,OpUMSb1QHUw_341_0to234.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpUMSb1QHUw_341_0to234.mp4
OpenVid_part111.zip,OpVvR6pa7g8_14_0to246.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpVvR6pa7g8_14_0to246.mp4
OpenVid_part111.zip,OpY8_xtrnwg_34_27to558.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/OpY8_xtrnwg_34_27to558.mp4
OpenVid_part111.zip,Op_eIMdVIQg_11_18to153.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Op_eIMdVIQg_11_18to153.mp4
OpenVid_part111.zip,Op_eIMdVIQg_40_24to148.mp4,mnt/bn/videodataset-uswest/VDiT/dataset/panda-ours/Op_eIMdVIQg_40_24to148.mp4
